,review,label,clean
22290,"pesanan sesuai, disertai stiker hologram EA tetapi belum saya coba karena sudah terlanjur kecewa dengan pengiriman nya.",Positive,pesan sesuai serta stiker hologram iya coba lanjur kecewa kirim nya
22291,"paket diterima dengan aman selamat sentosa, packingnya juga rapi. pas dicoba memorynya cuma ke detect 29 GB. itu kenapa ya?",Positive,paket terima aman selamat sentosa packingnya rapi pas coba memorynya detect gb iya
22292,"Produk belum sampai ditangan kerumah, laporan dari JNE, paket sudah diterima, di pulau yang berbeda.. semoga bisa di edit, ga' tega ngasih 1 bintang..",Negative,produk tang rumah lapor jne paket terima pulau beda moga edit tidak tega memberi bintang
22293,"barang cepat sampai, sesuai pict. hanya sayang tdk ada kartu garansi nya di dlm paket",Positive,barang cepat sesuai pict sayang tidak kartu garansi nya dalam paket
22296,"barang mendarat dengan selamat, packing pke bubble wrap. tp memory totalnya cuma 29,8gb.. overall good lah",Positive,barang darat selamat packing pakai buble wrap tetapi memory total gb overal god
22304,"sangat disyangkan, ga nyampe 32Gb, padahal saya punya merek lain yg se kelas, kurang y beberapa MB aja",Positive,disyangkan tidak sampai gb merek yang kelas iya mbak saja
22307,katanya ini 32 gb tapi nyatanya cuma 29gb. dan made in china. gimana sih. padahal official store loh ini,Negative,gb gb made ini china bagaimana sih oficial store loh
22311,Barang sesuai. Cuma blm dicobain. Lama pengirimannya! padahal barang sudah sampai dikota yg dituju!,Positive,barang sesuai belum dicobain pengirimanya barang kota yang tuju
22313,Pembelian tgl 12 sampai tgl 14. Kualitas barang oke. Walaupun barang kecil tp dikemas dgn baik dgn bubble warp. Sukses buat sellernya,Positive,beli tanggal tanggal kualitas barang oke barang tetapi kemas dengan dengan buble warp sukses selernya
22320,"sudah beli 2 buah yang 32GB, ori samsung bukan kaleng-kaleng. overall sangat senang dengan produknya. tapi tidak untuk kurir pengirimannya, terlalu berbelit hingga paket saya di bawa pulang oleh kurir ke rumahnya. bagi yang mau beli jangan ragu karna kualitas produk jaminan ori. terima kasih samsung dan lazada.",Positive,beli buah gb original samsung kalengkaleng overal senang produk kurir pengirimanya belit hingga paket bawa pulang kurir rumah beli ragu karena kualitas produk jamin original terima kasih samsung lazada
22347,"BARANG ASI ORIGINAL 200% Barang samsung tidak diragukan lagi tapi,Garansinya kalau rusak entah mau dibawah kemana gak jelas.",Negative,barang asi original barang samsung ragu garansi rusak bawah mana tidak
22353,"Pengiriman standar, ga cepat tapi ga lama juga. Cuma kapasitasnya tidak seseuai, terlalu banyak yg trrpakai untuk sistem (atau mungkin memang segitu ya?).. Cuma 29,8gb.. Over all bagus, kartu garansiny juga dilampirkan.. Sukses terus buat pelapak",Positive,kirim standar tidak cepat tidak kapasitas uai yang trpakai sistem segitu iya gb over al bagus kartu garansiny lampir sukses lapak
22355,barang nya bagus dan original .sangat senang dengan pelayanannya .tpi pengirimannya sangat ama.tpi lumayanlah untuk kualitas produknya original.thanks lazada,Positive,barang nya bagus original senang pelayanannya tapi pengirimanya sama tapi lumayan kualitas produk original terimakasih lazada
22364,barang bagus...pengiriman lama.pake express 1 hari.sampe 4 hari.tau begitu mending gk usah pake pengiriman express.alesannya penerima membatalkan kirim pd hari yg sma.pdhl ninja yg batalin.,Positive,barang bagus kirim pakai expres sampai tahu lebih baik tidak pakai kirim expres alesanya terima batal kirim pada yang sama padahal ninja yang batalin
22365,paketnya rapi selamat sampai tujuan dan berfungsi dengan baik... Hanya saja pada tracking yang sekarang membingungkan tau tau sudah sampai... overal okelah,Positive,paket rapi selamat tuju fungsi tracking bingung tahu tahu overal oke
22366,Harga naik lagi itu 99k namun tetap pilih dari lazz mal karna barang original semoga awet deh+ barang cepat sampai,Positive,harga kak pilih laz mall karena barang original moga awet deh barang cepat
22370,"Pengiriman cepat, packing rapi, kualitas barang ori, disertakan kartu garansi 10 tahun, transfer data cukup memuaskan, tapi saat cek kapasitasnya bukan 32GB melainkan 29,80GB. Semoga awet. Terima kasih seller dan Lazada",Positive,kirim cepat packing rapi kualitas barang original serta kartu garansi transfer data muas saat cek kapasitas gb gb moga awet terima kasih seler lazada
22373,Mantaaap.  Tapi intuk proses GARANSI nya kaya mana ya?  Kan INVOICE toko dan cap toko kosong dikartu garansinya.,Positive,mantap intuk proses garansi nya kayak iya invoice toko cap toko kosong kartu garansi
22376,"Beli ini karna ga sengaja kemaren liat samsung flash sale tanpa pikit langsung beli, eh sekarang harganya udah naik lagi. Pesen kemaren sore dateng barusan, packaging bagus barang ori mulus top dah 👍👍👍👍",Positive,beli karena tidak sengaja kemarin lihat samsung flash sale pikit langsung beli eh harga sudah sen kemarin sore datang barusan packaging bagus barang original mulus top sudah
22383,Barang sudah diterima dan kemasannya rapih! Belum dicoba sih tapi mudah2an mantap!,Positive,barang terima masa rapi coba sih mudah mantap
22391,"Gak ada kartu garansinya, selebihnya oke lah",Positive,tidak kartu garansi lebih oke
22403,"sudah sampai,kiranya awet",Positive,awet
22405,Saya pesen barang ini hari minggu dan diterima hari selasa pagi. Untuk packingnya cukup bagus. Namun nggak tau kenapa pas saya tes write sama readnya kok nggak sama kayak yg tercantum. Pas saya tes kok write 17mb/s dan readnya kok cuma 55mb/s aja ya? Tolong untuk lazada menanggapi..,Positive,sen barang minggu terima selasa pagi packingnya bagus tidak tahu pas tes write readnya tidak seperti yang cantum pas tes write mbs readnya mbs saja iya tolong lazada tangap
22409,"microsd nya ori, didapetin pas harga lagi murah. tapi tolong sekali untuk lazada diimprove lagi dari sistem tracking pada kurir internal, dan tolong sertakan invoice pada setiap barang.  (walaupun ada e-invoice tapi just in case saja)",Positive,microsd nya original didapetin pas harga murah tolong lazada dimprove sistem tracking kurir internal tolong serta invoice barang einvoice just ini case
22414,Kapasitas tidak ada 32g hnya 29.9g .tidak sesuai dengan spesifikasi..kaya barang kawe,Positive,kapasitas tidak hanya tidak sesuai spesifikasi kayak barang kawe
22416,"trimakasih lazada , saya pesen tanggal 2 jam 11 an  trus nyampe di tempat saya tanggal 3 jam 2 siang an",Positive,trimakasih lazada sen tangal jam an terus sampai tangal jam siang an
22417,"Setelah pemakaian kurang lebih setengah thn speed menurun drastis, performance melemah n moga ajj ngga bad sector. sya blm cek ni asli Pa bkn.",Positive,pakai tahun sped turun drastis performance lemah dan moga saja tidak bad sector saya belum cek ini asli apa bukan
22419,"dari 4 product yang saya pesan secara bersamaan, hanya product ini (samsung Micro SD) yang tiba sehari lebih lambat daripada tiga product lainnya. Dan ketika tiba, harganya dua ribu lebih mahal daripada yang tertera di website,hehe.. tapi tidak apa-apa, toh saya tetap kasih tips kepada abang kurir yang sopan tersebut. Meskipun begitu, dari pemesanan di tiga online shop (LAZADA, BLI*** dan JD.**) dalam jam yang hampir bersamaan, LAZADA yang tiba lebih awal, sedangkan dua online shop (BLI** dan JD.**) belum tiba hingga ulasan ini saya buat. Terimakasih banyak LAZADA",Positive,produk pesan saman produk samsung micro sd hari lambat produk lai harga ribu mahal tera situs he apaapa kasih tips abang kurir sopan mesan online shop lazada beli jadi jam saman lazada online shop beli jadi hingga ulas terimakasih lazada
22441,Alhamdulillah sampai juga ini barang..,Positive,alhamdulillah barang
22461,cpt  sampainy  packing rapi ..tp blm sempet di cba hehehe..semoga awet,Positive,cepat sampainy packing rapi tetapi belum sempat coba hehehe moga awet
22464,"Kapasitas-nya tidak sesuai. Hanya 29,8gb padahal tertera 32gb.",Positive,kapasitas sesuai gb tera gb
22467,"barang dah sampai kemasan rapi barang ada kartu garansi , tapi belum di coba . trimakasih .",Positive,barang sudah kemas rapi barang kartu garansi coba trimakasih
22471,"Pengiriman super cepat, barang original.",Positive,kirim super cepat barang original
22473,"barang bagus asli terimakasih samsung, lazada dan kurir",Positive,barang bagus asli terimakasih samsung lazada kurir
22490,"Barang sampai dengan selamat, packing rapih, namun saya kecewa di pengirimannya saja.. slow respon. selebihnya tidak ada, Thanks Lazada",Positive,barang selamat packing rapi kecewa pengirimanya santai respon lebih terimakasih lazada
22494,"Produk ori. kecepatan baca rata-rata 80Mbps (bukan 95 Mbps) tidak sesuai dg deskripsi, kecepatan tulis 30Mbps. Over all, OK lah. Moga awet. Thx Lazada.",Positive,produk original cepat baca ratarata mbps mbps sesuai dengan deskripsi cepat tulis mbps over al oke moga awet terimakasih lazada
22495,"Baru pesan tadi malam, jam 10 pagi udh sampai cepat sekali lazada.. Harga juga miring dan katanya ""ori"" semoga awet dan garansi 10 tahun katanya.",Positive,pesan malam jam pagi sudah cepat lazada harga miring original moga awet garansi
22503,"pengiriman gasampek 24 jam udah nyampe, tapi pas saya tes kok read 40+ mb/s , write 28+ mb/s ? padahal hp saya samsung a8 2018",Positive,kirim gasampek jam sudah sampai pas tes read mbs write mbs hp samsung a
22504,"produk tertulis 32 gb, namun setelah dipasang di hape, hanya terbaca 29,80 gb.....ehm ini asli gak ya?..... semoga garansinya juga benaran, garansi 10 tahun. semoga awet dan menambah memori hape ini ya",Positive,produk tulis gb pasang hp baca gb ehm asli tidak iya moga garansi benar garansi moga awet tambah memori hp iya
22505,"Kak pesanan saya #3886229526 apa sdh terkirim? Pakai Gojek kl sdh saya tunggu di kantor, saya gak pulang dulu.. Maaf saya tanya disini, kolom tanya eror..",Negative,kak pesan sudah kirim pakai gojek kalau sudah tunggu kantor tidak pulang maaf kolom eror
22506,"Pengiriman cepat sampai, prouduk sesuai deskripsi , sdh digunakan .. hasilnya mantap. Terimakasih Lazada",Positive,kirim cepat prouduk sesuai deskripsi sudah hasil mantap terimakasih lazada
22517,bagus lah udah saya coba dan masuk kabaca 29gb,Positive,bagus sudah coba masuk kabaca gb
22521,asli dan Sesuai pesenan nih,Positive,asli sesuai sen ini
22527,"pengiriman cepat, tapi jumlah storagenya cuma 29.8 GB",Positive,kirim cepat storagenya gb
22529,Barang sudah di terima,Positive,barang terima
22543,"Harga menarik, lumayan murah, semoga barangnya awet..",Positive,harga tarik lumayan murah moga barang awet
22554,Cuman sehari pesanan sudah sampai tpi karna alasan kealamt yg dituju lgi gk ada orng saya minta dikirim kealamt lain minta tambah uang ongkos kirim padahal gk terlalu jauh bedanya.,Positive,cuma hari pesan tapi karena alas kealamt yang tuju lagi tidak orang kirim kealamt uang ongkos kirim tidak beda
22556,Mantap. Pesan tanggal 14 sampe tanggal 15. Semoga servis penjualan Flash Sale tetap seperti ini. Trims ~,Positive,mantap pesan tangal sampai tangal moga servis jual flash sale terima kasih
22573,"Maaf lama ngasi ulasan, barang nya baik sesuai gambar,,, Mksih lazada...",Negative,maaf memberi ulas barang nya sesuai gambar terimakasih lazada
22580,di dalam kemasan tidak terdapat kartu garansi.,Negative,kemas kartu garansi
22581,serasaa ketipu .. pas pesannya hrga 89 rb .. pas dteng jadi 105 rb .. kacauu ...,Negative,serasa tipu pas pesa harga ribu pas datang ribu kacau
22582,"sangat buruk, saya belum menerima barang tetapi sudah tertulis saya telah menerima!",Negative,buruk terima barang tulis terima
22586,tidak sesuai dengan gambar 32 GB lakok isi nya cuman 29 GB,Negative,sesuai gambar gb lakok isi nya cuma gb
22596,"baru pakai 6 bulan udah write protect, gak bisa diapa apain micro sdnya",Negative,pakai sudah write protect tidak apa apai micro sdnya
22636,barang belum di terima  kok sudah terkirim ... bagai mana inii,Negative,barang terima kirim
22644,errorrrrrrrrrrrrrrrrrrrrrrrrr,Negative,eror
22649,"micro sd udah dipasang,,moga awet & tahan,,tp syngnya spek cuma u1, ych mungkin sesuai harga 😊😊",Positive,micro sd sudah pasang moga awet tahan tetapi sayangnya spek kamu ych sesuai harga
22653,real kapasitas cuman 30GB,Positive,real kapasitas cuma gb
22659,"Packing rapi, pengiriman cepat, memory 30gb aja",Positive,packing rapi kirim cepat memory gb saja
22663,"dikemas sangat baik, bareng top dehh",Positive,kemas bareng top deh
22679,"Paket sudah diterima , produk berfungsi dng baik",Positive,paket terima produk fungsi dengan
22746,"good barang ori ,dapat kartu garansi",Positive,god barang original kartu garansi
22754,Pengirimn cepat namun kapasitasnya tidk real 32gb,Positive,pengirimn cepat kapasitas tidk real gb
22755,cuman 29 bukan 32😑😑😑,Positive,cuma
22761,Barang Sesuai Dengan Pesanan...,Positive,barang sesuai pesan
22782,"Barang berfungsi baik, packaging rapi, overall puas",Positive,barang fungsi packaging rapi overal puas
22793,"packing rapi, mudahan awet aja",Positive,packing rapi mudah awet saja
22796,barang ny bagus..sesuai gambar,Positive,barang nya bagus sesuai gambar
22813,berfungsi dengan baik meskipun pengiriman agak lama dan kapasitasnya tidak cukup 32GB,Positive,fungsi kirim kapasitas gb
22815,Mantap harga 12.12.. Real capacity 32GB..,Positive,mantap harga real capacity gb
22821,pembohongannn cma 29 gb doanggg,Negative,bohong cuma gb saja
22829,ok manteb barangnya.tpi apakah masih bisa bertahan 1 tahun.tinggal lihat aj,Positive,oke mantap barang tapi tahan tinggal lihat saja
22830,Barang sudah sampai. sayang memorinya cm 29 dari 32g. thanks y,Positive,barang sayang memori cuma tidak terimakasih iya
22834,barang oke sesuai diskripsi,Positive,barang oke sesuai skripsi
22835,produk sesuai ekspektasi,Positive,produk sesuai ekspektasi
22839,"oke , barang sudah sampai, packing rapi, kualitas produk baik, thanks gan.",Positive,oke barang packing rapi kualitas produk terimakasih juragan
22842,Barang keterima bagus dan udah di pake. Pengiriman cepat 2 hari dah sampai. Makasih lazada,Positive,barang terima bagus sudah pakai kirim cepat sudah terimakasih lazada
22845,langsung d coba jozz gan.,Positive,langsung ada coba joz juragan
22854,"kapasitasnya cuma 29,7 gb.",Positive,kapasitas gb
22886,mantaplah pokokny,Positive,mantap pokoknya
22898,"barang mendarat dengan aman, lengkap dengan kartu garansi.",Positive,barang darat aman lengkap kartu garansi
22901,adaptor ga bisa dipake. jadi pake card reader lain,Negative,adaptor tidak dipakai pakai card reader
22928,"Bagus tapi cuma 29,80",Positive,bagus
22955,"overall bagus, langsung terbaca di hp saya, hp saya asus engine go",Positive,overal bagus langsung baca hp hp asus engine go
22958,"dtg nya lmayan cpt, packing rapi,memo nya ori, mantap,tq lazada",Positive,datang nya lmayan cepat packing rapi memo nya original mantap terimakasih lazada
22967,"cuma 29,8 gb",Positive,gb
22987,barang bagus dan sesuai tp pengiriman lelet banget,Positive,barang bagus sesuai tetapi kirim lambat banget
22988,"kapasitas cuma 29GB, tapi gapapa dah lumayan dari pada lumayun..",Positive,kapasitas gb tidak apa-apa sudah lumayan lumayun
23033,"packingnya rapi bgt,barangnya berfungsi ok",Positive,packingnya rapi banget barang fungsi oke
23076,micro sd ory sdh d cb tranfer file wus wus buka foto d galeri jg wus wus mantapp...smga awet 🙏,Positive,micro sd ory sudah ada coba tranfer file wus wus buka foto ada galeri juga wus wus mantap semoga awet
23090,cpt sampe nya.. mantap,Positive,cepat sampai nya mantap
23103,sudah digunakan....thanks ta,Positive,terimakasih ta
23119,Barang diterima dgn baik dan 100% Ori....walau agak sdikit lama nunggu...hehehehe,Positive,barang terima dengan original sedikit menunggu hehehehe
23125,Kapasitas tidak sesuai dilihat di properties PC,Positive,kapasitas sesuai properties pc
23126,Respon cepat barang sampai tujuan dengan alus dan barang bagus,Positive,respon cepat barang tuju alus barang bagus
23128,Bagus sih...suka bgt pengirimannya cepat! Thanks..,Positive,bagus sih suka banget pengirimanya cepat terimakasih
23133,Kapasitas 29 gb bukan 32,Negative,kapasitas gb
23136,Produk bagus ori belon dicoba,Positive,produk bagus original belon coba
23141,Barang ori. Ada adapter dan kartu garansi. Cuma gk ada nota,Positive,barang original adapter kartu garansi tidak nota
23159,Barang tidak diterima,Negative,barang terima
23160,Good packing+cepet pengirimannya.,Positive,god packingcepet pengirimanya
23167,makasih paket dah sampai....,Positive,terimakasih paket sudah
23177,pokoke siiip,Positive,pokoknya sip
23178,Ori barang nya..ok lazada..,Positive,original barang nya oke lazada
23180,pecking rapi... terima kasih,Positive,pecking rapi terima kasih
23182,"pengiriman barang agak lama, hampir sama barang kiriman luar negeri 😔",Positive,kirim barang barang kirim negeri
23227,...,Positive,
23236,sipp👍,Positive,sip
23241,"Gak jelas ini sd card asli atau palsu.. bgtu buka kondisinya seperti ini. pas di coba transfer file very low speed plus file yg ditransfer pun jd corrupt semua. untung saya coba pindahin pake copy dan paste dulu kalo lsg saya cut dan moved.. hilang dan rusak semua file saya..!! OI.. LAZADA MALL KOK SEPERTI INI BARANGNYA..?!! BARANG KW DI PAKING ORI..!! PARAH..!! Perlu anda ketahui.. selama ini bnyk yg salah kaprah memory yg bagus itu bkn berarti harus real kapasitas yg tercantum di tulisan kartunya. memory yg bagus itu kapasitasnya harus memang terpotong 10% buat system rewrite sd card itu sendiri.. apabila kartu 64GB dan kita cek kapasitas yg terbaca diatas 60Gb brarti memory card tersebut ""JELEK ALIAS CACAT PABRIK"". KECEWA DAN KAPOK.. INI TERAKHIR KALINYA SAYA BELI DI LAZADA.. LAZ MALL DAN SELLER LAIN DI LAZADA GAK BENER SEMUA..!! GAK AKAN BERKAH KALIAN MENIPU DGN CARA SEPERTI INI..!! KAMPRET..!!",Negative,tidak sd card asli palsu begitu buka kondisi pas coba transfer file very kalau sped plus file yang transfer jadi corupt untung coba pindahin pakai copy paste kalau langsung cut moved hilang rusak file oi lazada mall barang barang kamu paking original parah tahu banyak yang salah kaprah memory yang bagus bukan real kapasitas yang cantum tulis kartu memory yang bagus kapasitas potong system rewrite sd card kartu gb cek kapasitas yang baca atas gb berarti memory card jelek alias cacat pabrik kecewa kapok kali beli lazada laz mall seler lazada tidak benar tidak berkah tipu dengan sialan
23245,"ragu dengan keasliannya, kirain garansi samsung indonesia ternyata cuma distributor. kecepatan read relanya cuma 50mb",Negative,ragu keaslianya mengira garansi samsung indonesia distributor cepat read rela mbak
23249,"barangnya lumayan bagus, hanya saja saat barang datang, kemasan sudah penyok tidak utuh seperti baru, agak kecewa",Negative,barang lumayan bagus saat barang kemas penyok utuh kecewa
23269,"Barang oke, walaupun yang yang masuk ke hp cuma 59gb. 😉",Positive,barang oke masuk hp gb
23283,"terimakasih , barang nya cepat sampai..., cuma ,memori 64gb hanya berisi 60gb , 4gb kosong nya , terlalu banyak kosong nya , biasanya 1~1,5gb kosong nya , sedikit kecewa siih , tp gk apa apalah ,TANKS .",Positive,terimakasih barang nya cepat memori gb isi gb gb kosong nya kosong nya gb kosong nya kecewa sih tetapi tidak apa terimakasih
23284,"Sorry to say, untuk kali ini pelayanan lazada sangat jelek",Negative,maaf untuk sayang kali layan lazada jelek
23286,pesanan sy si sdh diterima di notif? tp bkn sy yg nrima tp org lain? yg brnma budi utomo sy ga knl min dgn nm trsbt! yg pesen saya yg nerima org lain ngakak 5G 😂😢 saya saranin ya dear min samsung utk jgn gunain jasa itu lg gjls yg nmnya ninja express!! mnding pke jasa kurir yg berpengalaman sprt jne or j&t express yg terbukti terpercaya.. sy mau psen lg msh trauma min klo jasa kurir ny msh ninja naruto wkwk,Negative,pesan saya sih sudah terima pemberitahuan tetapi bukan saya yang nrima tetapi orang yang brnma budi utomo saya tidak kenal min dengan nama trsbt yang sen yang menerima orang tertawa tidak menyarankan iya dear min samsung untuk jangan gunain jasa lagi tidak jelas yang namanya ninja expres lebih baik pakai jasa kurir yang alam seperti jne orang juta expres yang bukti percaya saya pesan lagi masih trauma min kalau jasa kurir nya masih ninja naruto wkwk
23306,"barang ok, gratis ongkir satu hari harusnya udah nyampe, cuma kurirnya ajah gblk. Terimakasih buat lazada dan kurirnya",Positive,barang oke gratis ongkos kirim sudah sampai kurir saja tidak balik terimakasih lazada kurir
23307,Produk original. Sudah 2 kali order di Samsung Official Store untuk type micro SD yang berbeda. Mohon tingkatkan respon chat dan pelayanan ekspedisi.,Positive,produk original kali order samsung oficial store type micro sd beda mohon tingkat respon chat layan ekspedisi
23308,"barang sudah sampai sebelum tanggal estimasi,good job.packing standard.kapasitas kurang dari 60 GB,tp ga apa apa.actual kecepatan lumayanlah.transfer data 12.85GB dari internal ke memory card samsung memakan waktu 6 menit.so far saya suka.terimakasih.untuk pelayanan mudah2an bisa dipertahankan,kalu bisa ditingkatkan akan lebih baik.terimakasih laz mall.",Positive,barang tangal estimasi god job packing standar kapasitas gb tetapi tidak actual cepat lumayan transfer data gb internal memory card samsung makan menit jadi far suka terimakasih layan mudah tahan kalau tingkat terimakasih laz mall
23312,"ori sih, cuma apa namanya kalau tertulis di kemasannya 64 gb, sementara setelah dipasang cuma 59,59 gb, 4gb nya lagi ghoib.",Positive,original sih nama tulis masa gb pasang gb gb nya ghoib
23322,kami mohon hanya menjual prodak original bergaransi resmi dan proses pengiriman harus di percepat. trims,Negative,mohon jual produk original garansi resmi proses kirim cepat terima kasih
23328,"Kurang puas sama proses pengirimannya aja, tidak sesuai estimasi, konfirmasinya tidak jelas jadi harus langsung ke pihak logistik.. Tapi untuk produknya aman dan berkwalitas.. 👍",Positive,puas proses pengirimanya saja sesuai estimasi konfirmasi langsung logistik produk aman berkwalitas
23359,lama pengiriman hampir 2x toko sebelah yang biasanya cuma 2 hari nyampe..tapi gapapa..barang ori..ada kartu garansi juga..transfer data cepet banget..,Positive,kirim kali toko belah sampai tidak apa-apa barang original kartu garansi transfer data cepat banget
23370,Memory card sih bagus,Positive,memory card sih bagus
23376,barang yg sampai tidak sesuai. yg sampai merk lexar ďgn kapasitas 16gb.,Negative,barang yang sesuai yang merk lexar begini kapasitas gb
23390,"barang sudah diterima, semoga tdk ada masalah.... terimakasih....",Positive,barang terima moga tidak terimakasih
23409,barang sptnya original. soalnya baru di pake beberapa minggu. semoga bener2 ori shingga bisa forever,Positive,barang sepertinya original pakai minggu moga benar original shinga forever
23439,"Terima Kasih Lazada, pengirimannya cepat dgn packing yang rapi :)",Positive,terima kasih lazada pengirimanya cepat dengan packing rapi
23440,"Kalau diperhatikan sepertinya ini bukan original, soalnya bahannya beda dengan yang benar-benar original. Tapi kualitas produk baik, belum dicoba apakah kapasitasnya bisa sampai penuh atau tidak.",Positive,perhati original bahanya beda benarbenar original kualitas produk coba kapasitas penuh
23454,"barang cepat sampai , original ,semoga awet.",Positive,barang cepat original moga awet
23522,"Sesuai deskripsi, over all mantap transfer rate juga lumayan jika dibandingkan merk sebelah yg sama"" warna merah",Positive,sesuai deskripsi over al mantap transfer rate lumayan banding merk belah yang warna merah
23550,produk sesuai pesanan...mantull,Positive,produk sesuai pesan mantul
23574,Berkualitas.,Positive,kualitas
23579,emang kapasitas terbacanya cuma 59GB ya? tapi dari kemasannya mmg seoertinya ori,Positive,memang kapasitas baca gb iya masa moga seoertinya original
23591,original produk,Positive,original produk
23610,Alhamduillah barang sampai dengan packingan bulble rapi. semoga awet,Positive,alhamduilah barang packingan bulble rapi moga awet
23620,"Produk ori resmi, pengiriman cepettt..",Positive,produk original resmi kirim cepat
23627,bagus tapi dicoba semoga awet...tapi harga miring daripada offline di kota sendiri.,Positive,bagus coba moga awet harga miring ofline kota
23653,produk original pengiriman standar,Positive,produk original kirim standar
23694,Pengiriman sangat lama.. terlama sepanjang sejarah belanja online.,Negative,kirim lama sejarah belanja online
23698,"packing rapi pengiriman lumayan cepat, sayang kapasitas memori realnya 59,59 GB",Positive,packing rapi kirim lumayan cepat sayang kapasitas memori real gb
23717,"produknya bagus, pakingny rapi. pengirimanny lebih cpat dri yg diharapkan.",Positive,produk bagus pakingny rapi pengirimany cpat dari yang harap
23768,"mantab... barang cepat sampai dan kualitas bagus, transfer data cepat",Positive,mantap barang cepat kualitas bagus transfer data cepat
23769,kapasitas 5.8gb,Positive,kapasitas gb
23785,Barang bagus tapi agak kecewa kapasitas hanya 59.95.,Positive,barang bagus kecewa kapasitas
23800,"barang g ori. tukang tipu, kapasitas stlh di format jd 32 gb.",Negative,barang tidak original tukang tipu kapasitas setelah format jadi gb
23808,Deskripsi brang sesuai ulasan.... dan Lebih cepat dari perkiraan pengirimannya..,Positive,deskripsi brang sesuai ulas cepat kir pengirimanya
23839,transfer file agak lambat,Positive,transfer file lambat
23840,top mar ke top,Positive,top mar top
23841,barang bagus. cepat sampai juga.,Positive,barang bagus cepat
23842,pengiriman terpisah sama handphone nya,Positive,kirim pisah handphone nya
23845,payah stlh dipasangin cuma 59 GB.,Negative,payah setelah dipasangin gb
23906,barang bagus tapi pengiriman lama,Positive,barang bagus kirim
23914,"barang ok, cuma pas transfer data agak lama... tenkqiu LAZ & seller...",Positive,barang oke pas transfer data tenkqiu laz seler
23924,Tks. barang sudah diterima sesuai pesanan,Positive,terimakasih barang terima sesuai pesan
23933,"64gb tapi dapetnya cuma 59,5gb. tapi overall oke sih",Positive,gb dapetnya gb overal oke sih
23958,"Dapet read 79mb/s write 54mb/s di aplikasi MC Test,",Positive,dapat read mbs write mbs aplikasi mc test
23992,"kaper 64 gb kapasitas 61gb,..",Positive,kaper gb kapasitas gb
23995,barang diterima dengan baik,Positive,barang terima
24002,Brg bgs sesuai spec,Positive,barang bagus sesuai spec
24006,dipake di p1 normal,Positive,dipakai p normal
24192,ntap,Positive,mantap
24217,"ahamdulillah, sd card sdh diterima dng baik, packing rapi with bubble wrap,kurir LEX yg ramah, on time delivery, dpr hrga promo, only idr 99rb..bisa dibaca dengan baik waktu dicobain alhamdulillah working well dng capacity trbaca 59,45GB ,kata anak sy emng bnr klo beli sd card 64GB,isinya sgtu krn ada selisih pembacaan, thank u lazada ..",Positive,ahamdulilah sd card sudah terima dengan packing rapi with buble wrap kurir lex yang ramah on waktu delivery dpr harga promo only idr ribu baca dicobain alhamdulillah working wel dengan capacity trbaca gb anak saya memang benar kalau beli sd card gb isi sebegitu karena selisih pembacan thank kamu lazada
24228,blum di coba semoga hasilnya bagus hehehe,Positive,belum coba moga hasil bagus hehehe
24238,rusak tidak bisa di paki,Negative,rusak paki
24255,BARANG ABKIR.. ADA YG RUSAK MALES KLAIM...,Negative,barang abkir yang rusak malas klaim
24258,"ajib, tapi made in china, tau dah asli atau enggak, yang penting lancar",Positive,ajib made ini china tahu sudah asli tidak lancar
24321,"Bagus dan asli,,cuman mesti diformat dulu",Positive,bagus asli cuma mesti format
24416,lama,Positive,
24436,"Saya baru beli tanggal 14 mei 2018, baru 2 mingguan kok muncul suara mirip jangkrik pada saat browsing, scrolling, bahkan pas ngetik ulasan ini muncul suaranya. Terkadang suara nya tiba-tiba meninggi. Hal ini sangat mengganggu. Masa saya beli mahal2 dapat nya jangkrik.",Negative,beli tangal mei mingguan muncul suara jangkrik saat browsing scroling pas mengetik ulas muncul suara terkadang suara nya tibatiba tinggi mengganggu beli mahal nya jangkrik
24438,"Barang bagus sesuai deskripsi barang, pengiriman standar pake ninja express (meski dateng pas hari terakhir , penggunaan buat main dota 2 lumayan lah meski rata rata fps 40 ultrasetting, dan pas main kadang frezz masih fine kayane mending beli yang udah ada ssdnya kalo ngga pengin ada lag lag nya gitu. untuk exsourcefan ada 2 kerasa panas karna ada lubang exsource yang ke atas(ke arah monitor) pemakaian batrai aga boro ngga kerasa, baru main 2 game udah lowbat.",Positive,barang bagus sesuai deskripsi barang kirim standar pakai ninja expres datang pas penggunaan main dota lumayan fps ultraseting pas main kadang frez fine kayane lebih baik beli sudah sdnya kalau tidak ingin lag lag nya begitu exsourcefan rasa panas karena lubang exsource ataske arah monitor pakai batrai aga boro tidak rasa main game sudah lowbat
24439,Cocok dg dipakai buat program dan gaming program juga,Positive,cocok dengan pakai program gaming program
24442,barang sampai ke tangan saya dalam keadaan rusak... bisa di charge tapi tombol power tidak berfungsi jadi ga bisa hidup...,Negative,barang tangan adan rusak charge tombol power fungsi tidak hidup
24445,"Barang cepat sampai (order tgl 26 Feb, sampai tgl 28 Feb). Packing karton include bubble wrap. Awal aktivasi windows butuh waktu dan perlu charge. Microsoft office 2016 dan antivirus trial 30hari",Positive,barang cepat order tanggal feb tanggal feb packing karton termasuk buble wrap aktivasi windows butuh charge microsoft ofice antivirus trial
